id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29735647,Boutique condo steps from the St. Lawrence Market,9691054,Clint,,Moss Park,43.65339,-79.37193,Entire home/apt,165,28,19,2024-04-28,0.29,1,185,5,
29736625,"Modern 2 BR+Den Suite, Balcony near Rogers/MTCC",22773087,Calvin,,Waterfront Communities-The Island,43.64276803328611,-79.39654590635365,Entire home/apt,320,28,75,2023-11-30,1.12,7,197,4,
29754991,Private Room with Newly Renovated Bathroom,203798747,Angela,,St.Andrew-Windfields,43.7529,-79.36584,Private room,95,28,1,2019-08-24,0.02,2,180,0,
29757323,"Soho Suite , Garden Views, Private Bathroom",223875767,Fang,,Hillcrest Village,43.80652,-79.3695,Private room,,28,0,,,2,0,0,
29757554,"Soho Suite , Garden Views, Large 1 Bedroom",223875767,Fang,,Hillcrest Village,43.80458,-79.36905,Private room,,28,0,,,2,0,0,
29762338,Maybe we're Slytherins,37914841,Kyle,,Waterfront Communities-The Island,43.64829,-79.39706,Private room,,28,1,2019-01-04,0.02,1,0,0,
29763407,Whole Apartment beside subway. Monthly discount,38662649,Ray,,Humewood-Cedarvale,43.68581,-79.42033,Entire home/apt,,28,5,2019-08-04,0.08,1,0,0,
29778277,Private coach house near the bluffs,224041800,Antonietta,,Birchcliffe-Cliffside,43.68611,-79.26942,Entire home/apt,98,7,98,2024-05-06,1.48,1,91,15,STR-2009-GVCKPH
29779296,Sunny Room,210689721,Mete,,York University Heights,43.75268,-79.50301,Private room,139,28,58,2022-10-29,0.87,3,90,0,STR-2101-FJWPHB
29780086,Super quiet & beautiful home in downtown Toronto,14227359,Joy,,Niagara,43.63531,-79.40242,Private room,,28,0,,,1,0,0,
29780923,Downtown Room in Victorian Heritage House,93441981,Shehzad,,Cabbagetown-South St.James Town,43.6647,-79.37156,Private room,,28,5,2018-12-24,0.07,1,0,0,
29782814,Private basement apt with separate entrance,97840735,Rana,,Morningside,43.77165,-79.21668,Entire home/apt,,28,41,2023-11-01,0.62,1,31,1,STR-2010-HZSXPM
29790527,Beautiful 1 bedroom with walkout to ravine,846505,Julie,,Bathurst Manor,43.7656,-79.46523,Entire home/apt,,30,6,2023-10-06,0.24,53,0,1,
29791759,Your home away from home.,3977712,Colleen,,Trinity-Bellwoods,43.65284,-79.41001,Entire home/apt,,28,0,,,1,0,0,
29792923,"HEART OF TORONTO
LUXURY 4 BEDROOMS / 5 QUEEN BEDS",224143341,Sam,,University,43.65776,-79.40443,Entire home/apt,,28,105,2020-06-29,1.57,1,0,0,
29820999,Spacious Private One Room 2-Bed,50551745,Helen,,East End-Danforth,43.68895,-79.29804,Private room,49,30,15,2024-01-27,0.23,4,35,1,
29828449,Private Garden Suite in Downtown Victorian Home,112606579,Christopher,,North St.James Town,43.66997,-79.37881,Entire home/apt,,3,85,2024-04-28,1.37,1,6,26,STR-2205-FKYHHB
29829176,☆☆☆☆☆ Luxurious Furnished Basement Suite ☆☆☆☆☆,11206244,Superhost,,Wexford/Maryvale,43.75197,-79.30951,Entire home/apt,199,30,0,,,19,365,0,
29830640,Third Floor in Artist's House,224384756,Sharon,,Roncesvalles,43.64379,-79.4337,Private room,,28,0,,,1,0,0,
29848813,Bright and Open Studio,135977622,Helio,,New Toronto,43.60143,-79.50409,Entire home/apt,80,28,47,2020-04-01,0.70,1,222,0,
29848931,"Newly renovated, cozy apartment in The Beaches",171712450,Curtis & T.C.,,The Beaches,43.67651,-79.30359,Entire home/apt,108,31,80,2024-03-29,1.20,1,144,1,
29852392,Rare lower level apartment with walkout to Ravine,141915599,Karen,,Bathurst Manor,43.76637,-79.46547,Entire home/apt,123,30,2,2023-06-16,0.16,3,89,1,
29853810,Bedroom in Spacious Cabbagetown House,14168620,Ryan,,Moss Park,43.66156,-79.37151,Private room,,28,2,2019-09-26,0.03,1,0,0,
29853883,Jay's  Apartment,83329843,Anwar,,Junction Area,43.66832,-79.48005,Entire home/apt,68,28,9,2023-09-13,0.14,3,90,2,
29854479,"★Modern 1 BR, FREE parking & WIFI, ❤️of Toronto★",11975614,Peter,,Church-Yonge Corridor,43.6608,-79.38282,Entire home/apt,,28,80,2020-10-30,1.29,1,0,0,
29856261,Premium 1 BR Suite (City CNTR/Subway Dir.Access),54422135,Seyedeh Afarin,,Willowdale East,43.76235,-79.41021,Entire home/apt,130,28,6,2019-08-12,0.09,29,365,0,STR-2012-HMWKVK
29861374,"Marshall's - Sheppard & Yonge, Free Parking",224580175,Vijay,,Willowdale East,43.75869,-79.40122,Private room,,28,25,2020-02-15,0.38,2,0,0,
29876016,Cozy 2 bdr/2 Baths Condo at Humber Bay Park & Lake,30991987,Andre Jr.,,Mimico (includes Humber Bay Shores),43.62869,-79.47766,Entire home/apt,,28,0,,,1,0,0,
29885142,Downtown hotel style Apt with parking up to 4 ppl,217825013,Irina,,Annex,43.67236,-79.40087,Entire home/apt,,28,163,2020-10-01,2.44,2,0,0,
29901022,Privet room with bath,9974133,Alireza,,St.Andrew-Windfields,43.74982,-79.40642,Private room,110,28,0,,,1,179,0,
29904829,Artistic Studio between Downtown/Leslieville,47510154,Yasmin,,Moss Park,43.6562,-79.35421,Entire home/apt,,28,0,,,1,0,0,
29905201,3 bedroom house in central toronto,15757382,Michael,,Rockcliffe-Smythe,43.6771,-79.47729,Entire home/apt,800,28,1,2019-08-05,0.02,1,178,0,
29906990,two bedrooms basement for rent,51291131,Lucy,,Henry Farm,43.77113,-79.35599,Private room,85,28,0,,,2,180,0,STR-2010-GDLXPF
29908987,2 Bedroom townhome steps from King West,122749620,Aakriti,,Niagara,43.64124,-79.40468,Entire home/apt,,28,0,,,2,0,0,
29924396,Premium 1 BDR /Parking/ Subway/ North York,54422135,Seyedeh Afarin,,Lansing-Westgate,43.76111,-79.41164,Entire home/apt,139,28,5,2022-07-19,0.07,29,365,0,STR-2012-HYBDVL
29925074,Premium 1 BR Suite (City CNTR/Subway Dir.Access),97777185,Nima,,Willowdale East,43.76073,-79.40872,Entire home/apt,130,28,2,2020-07-30,0.04,14,365,0,
29930306,Gardenview Room,210689721,Mete,,York University Heights,43.75283,-79.50436,Private room,159,28,16,2023-08-31,0.97,3,90,10,STR-2101-FJWPHB
29936637,"Private bedroom,half private bathroom. Share apto",176226905,Miguel,,Clanton Park,43.75345,-79.43825,Private room,,28,0,,,1,0,0,
29944433,Amazing Spot in Yorkville,225137954,Sara,,Annex,43.67032,-79.39443,Entire home/apt,170,28,137,2024-01-05,2.05,2,68,4,
29945656,"Downtown at Gerrard, center of everything",225147032,Wayne,,Bay Street Corridor,43.6579,-79.38499,Entire home/apt,,28,1,2018-11-23,0.02,1,0,0,
29954779,Private Bedroom Near Downtown Toronto,222551560,Faizan,,Danforth East York,43.69594,-79.31752,Private room,,28,2,2018-11-16,0.03,1,0,0,
29961528,Cozy 1 bedroom apartment,225267929,Muntasir Z,,Woburn,43.77756,-79.23272,Private room,,28,0,,,1,0,0,
29981225,Bright and Airy Victorian in Trinity Bellwoods,8000083,Nicole,,Trinity-Bellwoods,43.65078,-79.41633,Entire home/apt,,5,8,2022-10-30,0.23,1,0,0,STR-2012-HSCKVL
29989868,Fairview Mall& Don mills Subway longterm 2+2Condo,225456630,Sulian,,Henry Farm,43.77375,-79.34462,Entire home/apt,160,28,33,2024-05-03,0.50,1,177,3,
29991804,"Modern Bright Apartment, Lake and Parks",130463318,Ania,,New Toronto,43.60035,-79.50106,Entire home/apt,100,28,12,2020-01-01,0.20,2,60,0,
29991881,An Oasis in the City,225466144,MarcIT,,Woodbine-Lumsden,43.69477,-79.31653,Private room,49,28,4,2023-10-01,0.08,1,364,1,
29992390,Beautiful one plus den condo,224856818,Khosrow,,Newtonbrook West,43.79371,-79.43838,Entire home/apt,,29,0,,,1,0,0,
29994144,MODERN COMFORT IN TORONTO,213939752,Tazul,,Clairlea-Birchmount,43.70297,-79.27163,Private room,,30,15,2020-03-17,0.23,1,0,0,STR-2101-HWXXVL
29995944,Cosy one bedroom basement,118597797,Gleb And Victoria,,Newtonbrook West,43.77451,-79.44169,Entire home/apt,,28,17,2020-03-31,0.26,1,0,0,
30004816,Toronto convenient location,214238150,Sally,,Willowridge-Martingrove-Richview,43.67877,-79.54981,Private room,,28,6,2019-03-21,0.09,1,0,0,
30009533,"One of a kind, Stylish, 12 Minuets Walk to Subway",141916451,June,,Newtonbrook East,43.78304,-79.40403,Private room,34,28,9,2024-04-21,0.14,1,58,5,
30014331,Corporate Stays | 300 Front | Great Location 2BR,38459934,Corporate Stays,,Waterfront Communities-The Island,43.64413,-79.3894,Entire home/apt,,31,1,2019-01-03,0.02,46,88,0,Exempt
30017530,Comfort Private Bedroom with Breathtaking View,141376440,Anastasia,,Bay Street Corridor,43.66423,-79.38615,Private room,,240,0,,,1,0,0,
30033406,Central Toronto Modern&Chic. Perfect Location.,29041187,Kim,,Niagara,43.639,-79.41725,Entire home/apt,,28,1,2018-11-24,0.02,1,0,0,
30037646,Great midtown basement appartment near Subway,187782980,Olga,,Mount Pleasant West,43.69981,-79.39548,Entire home/apt,98,28,72,2024-04-16,1.09,2,152,4,STR-2009-FPSXPC
30038764,Univertry/Master Suite for 3/3 single beds/ensuite,162894786,Sherry,,University,43.66455,-79.40858,Private room,129,28,98,2024-03-16,1.47,4,287,3,STR-2011-GQJKVG
30039159,U of T/Back Studio suit with balcony/annex/DT,162894786,Sherry,,University,43.66522,-79.40749,Private room,119,28,71,2024-04-02,1.07,4,97,4,STR-2011-GQJKVG
30039436,Hip Mid-Century Modern Apartment in North York,87792849,Jan,,Parkwoods-Donalda,43.76147,-79.31978,Entire home/apt,,28,1,2018-12-27,0.02,1,0,0,
30039839,Luxurious VIP Basement Room In Bungalow ☆☆☆☆☆,11206244,Superhost,,Wexford/Maryvale,43.73855,-79.30555,Private room,,28,2,2023-09-19,0.04,19,365,1,
30040348,Spacious 2-Storey townhouse Gem in Queen West,2610523,Eric,,Waterfront Communities-The Island,43.64961,-79.39143,Entire home/apt,800,2,13,2024-03-07,1.11,1,37,13,STR-2305-HJDVHW
30040787,Corporate Stays | Studio 2 | Stylish 2BR,38459934,Corporate Stays,,Waterfront Communities-The Island,43.64902,-79.3884,Entire home/apt,418,30,1,2018-12-24,0.02,46,88,0,
30040877,❤️ Victoria Main Floor Bungalow w/ New Appliances ❤️,32044025,Toronto,,Wexford/Maryvale,43.73858,-79.30654,Entire home/apt,195,30,7,2022-06-30,0.11,15,365,0,
30047841,Luxury Downtown High Floor Suite with parking,225823699,Olga,,Waterfront Communities-The Island,43.63919,-79.39664,Entire home/apt,,28,0,,,1,0,0,
30047997,Relaxed Queen West Flat,4270139,Emily,,Roncesvalles,43.6418,-79.44016,Entire home/apt,,28,0,,,1,0,0,
30057864,1 Suit bedroom in the heart of Little Italy,203675975,Reyka,,Trinity-Bellwoods,43.6543,-79.41548,Private room,140,28,0,,,1,179,0,
30058115,"宽敞舒适的单间,近地铁 private room close Don Mills subway",51291131,Lucy,,Don Valley Village,43.77335,-79.35546,Private room,84,28,4,2021-02-02,0.07,2,180,0,Exempt
30059721,❤️Private Room in 2 bedroom basement bungalow❤️,32044025,Toronto,,Wexford/Maryvale,43.73795,-79.30607,Private room,58,30,2,2022-10-03,0.09,15,274,0,
30061519,Modern and Spacious 2BR + 2BA Downtown Toronto,59644993,Jess,,Moss Park,43.65142,-79.36874,Entire home/apt,350,30,23,2023-11-23,0.36,1,89,3,
30061545,Beautiful Toronto Condo in West End!,38955498,Kimberlee,,Dufferin Grove,43.65705,-79.44477,Entire home/apt,,28,5,2019-08-12,0.08,1,358,0,
30069428,Spacious private bedroom,197514788,Jenny,,Highland Creek,43.78747,-79.17802,Private room,75,28,0,,,3,58,0,STR-2310-JDLDVZ
30069508,Scarborough 2-bdrm apmt-2 people only,167304332,Nur,,Malvern,43.81107,-79.21615,Entire home/apt,88,3,111,2024-05-03,1.67,1,77,9,STR-2009-FTLXPC
30069755,Guest room in private house Toronto,225098663,Alexandra,,Newtonbrook West,43.79154,-79.43358,Private room,,28,1,2019-01-02,0.02,1,0,0,
30070366,Finch/404/Seneca Huge 2 Bedroom Home w/1 Parking,90068148,Emily,,L'Amoreaux,43.79208,-79.32889,Entire home/apt,100,30,21,2023-01-01,0.32,5,128,0,
30072254,Stunning condo with a beautiful unobstructed view,222378767,Marina,,Willowdale East,43.76506,-79.40783,Entire home/apt,,28,1,2018-12-29,0.02,1,0,0,
30082898,1Br Downtown Habourfront Condo - Patio with Views!,43867012,Andrew,,Waterfront Communities-The Island,43.64331,-79.37717,Entire home/apt,,28,0,,,1,0,0,
30091013,Cozy Hide Away,169369485,Marina,,Wychwood,43.67245864868164,-79.43257141113281,Private room,55,2,97,2024-05-03,2.83,3,41,47,STR-2011-FHXRVB
30091882,Subway a quiet house,134795580,Junli,,Willowdale West,43.77292,-79.42618,Private room,65,28,6,2022-07-08,0.10,7,135,0,
30092311,Stunning designer home built with all the features,23049699,Ashley,,Moss Park,43.65654,-79.35572,Entire home/apt,350,60,0,,,1,89,0,
30107860,Amazing condo in downtown Toronto! 5stars location,11675001,Vee,,Bay Street Corridor,43.66077,-79.38506,Entire home/apt,,28,0,,,1,0,0,
30109661,woodmount paradise,226242960,Taevian,,Woodbine Corridor,43.67798,-79.31006,Private room,,28,0,,,1,0,0,
30113283,1BDR condo in Downtown Toronto near Xmas Market.,68250714,Irina,,Moss Park,43.65236,-79.36759,Entire home/apt,,28,23,2023-01-25,0.35,1,0,0,STR-2012-GCPHHF
30124486,"Perfect home for solo, couple, or small family",3138586,Gabi,,Woodbine-Lumsden,43.68872,-79.31013,Entire home/apt,,3,8,2023-10-31,0.14,1,106,1,STR-2206-FQZRVC
30124905,Lovely Cozy Studio,50546066,Dmitry,,North St.James Town,43.66831,-79.37591,Entire home/apt,,29,7,2021-05-02,0.11,1,0,0,
30130915,Modern Condo | Downtown Toronto,33931900,Ethan & Sara,,Waterfront Communities-The Island,43.63743,-79.39889,Entire home/apt,105,90,58,2020-03-14,0.89,2,132,0,
30148934,Apartment gem in charming Toronto neighbourhood,57888125,Stef And Trish,,Corso Italia-Davenport,43.68025,-79.448,Entire home/apt,,28,23,2020-04-05,0.35,1,0,0,
30154789,Lux. 1 BR next to Union Station/Scotiabank arena,226559119,Olivia,,Waterfront Communities-The Island,43.642918,-79.380486,Entire home/apt,172,28,154,2022-11-05,2.32,1,39,0,STR-2012-FDVHHB
30155786,"4 BDRM House at Downtown, free Parking with patio",120820256,YueQin,,Palmerston-Little Italy,43.66202,-79.42319,Entire home/apt,386,3,125,2024-04-26,1.94,1,172,26,STR-2107-JBVPHM
30156917,Donmills&Sheppard Subway long term 2+2 Condo,226574539,Ping,,Don Valley Village,43.775101747268195,-79.34839690332143,Entire home/apt,151,28,58,2024-01-05,0.89,4,311,2,
30157044,STYLISH LOFT 2 BED/ 2 BATH IN THE HEART OF TORONTO,21424963,Anthony,,Moss Park,43.65519,-79.35391,Entire home/apt,125,30,3,2024-03-31,0.42,1,220,3,
30157313,Sunset Villa,226577396,Jacqueline,,St.Andrew-Windfields,43.75937,-79.39594,Private room,,28,0,,,2,0,0,
30171073,Modern Airy Central Apartment with a Sunny Deck,3225688,Nedo,,Dufferin Grove,43.65742,-79.44139,Entire home/apt,89,56,39,2024-03-27,0.60,6,270,5,
30173352,Modern Stay,226411470,Neves & Sam,,Dovercourt-Wallace Emerson-Junction,43.66402,-79.44284,Entire home/apt,74,28,9,2019-04-01,0.14,1,24,0,
30178273,Stylish Modern Luxury Art Deco 2 Bedroom Apartment,1692513,Yin Ni,,Church-Yonge Corridor,43.64825,-79.3757,Entire home/apt,208,28,0,,,2,263,0,STR-2010-GGYXPF
30184804,北约克全新豪华大house！星级住宅,169910261,Nella,,Lansing-Westgate,43.75823,-79.41993,Private room,,360,0,,,1,0,0,
30207968,"Marshall's - Free Parking, Sheppard-Yonge",224580175,Vijay,,Willowdale East,43.75967,-79.40949,Private room,,28,5,2020-03-12,0.08,2,0,0,
30210824,Jane St. and Church St. House,226909245,Marites,,Pelmo Park-Humberlea,43.71036,-79.50643,Private room,50,1,289,2024-05-05,4.36,1,274,99,STR-2010-HMYXPK
30229396,Home away from home.,70047028,Frank,,Annex,43.67685,-79.39864,Entire home/apt,,58,1,2021-11-04,0.03,1,0,0,
30230281,Private Room in the heart of Danforth/Toronto,227026801,Arifur,,East End-Danforth,43.68951,-79.29696,Private room,125,28,1,2019-08-29,0.02,1,365,0,
30230535,Home by CN Tower & Lake Ontario,135901356,Hao,,Waterfront Communities-The Island,43.64038,-79.39734,Entire home/apt,369,2,231,2024-05-05,3.48,1,127,23,STR-2206-GHDDVF
30235108,Modern Downtown Toronto Apartment,87832737,Riley,,Niagara,43.63657,-79.40117,Entire home/apt,,200,6,2019-10-06,0.09,1,0,0,
30237814,Cozy private room- Queen bed-minutes from Downtown,44296853,Alexander,,Islington-City Centre West,43.62168,-79.52221,Private room,,28,0,,,1,0,0,
30244600,City Gem: Sleek 1BR with Panoramic Views & Parking,227124776,Sarah,,Niagara,43.63783,-79.40598,Entire home/apt,118,28,61,2024-03-07,0.92,1,110,8,
30271671,Loft in the heart of Queen West,52043756,Alejandro,,South Parkdale,43.64058,-79.4247,Entire home/apt,80,28,0,,,1,280,0,
30274923,"Single Bed, 5 min walk to subway, Wifi",227381647,Chee Keong,,Oakwood Village,43.69678,-79.4406,Private room,55,1,94,2024-05-04,1.58,3,168,24,STR-2010-GCJKVF
30292769,Modern Condo in downtown Toronto,199495325,Dustin,,Palmerston-Little Italy,43.65923,-79.42762,Entire home/apt,,28,1,2018-12-22,0.02,1,0,0,
30311627,"Beautiful Room in Warm, Inviting House",1646497,David,,South Riverdale,43.66168,-79.35034,Private room,159,2,13,2023-09-25,0.20,2,91,3,STR-2101-GBQPHD
30314045,2 Bdrs in Downtown Toronto-Subway Stn at doorstep,227649802,Cici,,Church-Yonge Corridor,43.66628,-79.38401,Entire home/apt,,28,0,,,1,0,0,
30320511,Renovated Spacious Ranch Bungalow in the City,227698031,Sara,,Princess-Rosethorn,43.66949,-79.5369,Entire home/apt,,28,1,2019-01-02,0.02,1,0,0,
30321028,Lovely Getaway - Private bedroom with Breakfast,20363967,Bobbi & Emily,,Birchcliffe-Cliffside,43.70047,-79.25843,Private room,,30,37,2020-03-31,0.57,2,0,0,STR-2012-FYZBHD
30338254,"*Renovated, bright apartment in Forest Hill*",8010887,Anna,,Forest Hill North,43.70339,-79.42276,Entire home/apt,,28,0,,,1,0,0,
30350936,Unique King West  2 bed Loft,21433869,Johan,,Niagara,43.6449,-79.404,Entire home/apt,,28,0,,,1,0,0,
30354144,Toronto Single family home,146880350,Cheng,,Tam O'Shanter-Sullivan,43.77997,-79.31231,Private room,,28,0,,,1,0,0,
30369669,"Cozy,  Renovated 1 Bedroom Private Unit",8200456,Nancy,,Rockcliffe-Smythe,43.67074,-79.49092,Entire home/apt,75,28,26,2024-04-01,0.40,1,222,4,
30369908,"Cozy, Private, Basement w Quick Access to Downtown",199329252,Maria,,Danforth,43.68281,-79.33905,Entire home/apt,,28,48,2023-05-21,0.80,1,89,2,STR-2110-FGGHHB
30369977,Fully furnished Apt on 45th-Toronto Downtown,43087418,Zack,,Waterfront Communities-The Island,43.64038,-79.39734,Entire home/apt,,28,3,2019-08-13,0.05,2,0,0,
30370648,Subani's Downtown Tower,228018576,Prem,,Moss Park,43.65634,-79.36013,Entire home/apt,710,28,6,2019-11-10,0.09,1,180,0,
30370668,Leslieville Loft w/ Free Parking,47943559,Cora,,South Riverdale,43.66365,-79.34103,Entire home/apt,187,28,18,2023-08-14,0.33,1,322,4,STR-2210-GSQDVG
30376938,Cosy Studio in the Village,29347089,Dylan,,Church-Yonge Corridor,43.66511,-79.38047,Entire home/apt,,28,12,2019-11-30,0.18,1,0,0,
30378610,Eglinton Ave. and Jane St. House,228135429,Rose,,Mount Dennis,43.69003,-79.50073,Private room,45,28,6,2019-10-15,0.10,2,364,0,
30379173,"Newly built 2 bedroom, full washroom & Kitchen",228138120,Yokkumar,,Highland Creek,43.78443,-79.17342,Entire home/apt,129,2,57,2024-04-13,1.80,1,120,26,STR-2109-FQQVHC
30405128,"Safe Area, close to highways&TTC, XL space, quiet!",187016806,Viktor,,Willowdale West,43.77143,-79.433,Entire home/apt,,28,0,,,1,0,0,
30417064,Luxurious Little Italy Family Gem,1537970,Rachel,,Palmerston-Little Italy,43.65773,-79.41743,Entire home/apt,,28,1,2019-07-19,0.02,1,0,0,
30423883,Executive Long-term Stays,49194550,Shalinee,,Lansing-Westgate,43.76509,-79.4148,Entire home/apt,,181,0,,,1,0,0,
30425730,"Cozy 2 Bedroom Suite, with parking,  self check in",66504345,Adriana,,O'Connor-Parkview,43.70751,-79.31103,Entire home/apt,88,28,98,2024-03-26,1.49,1,106,4,
30429136,Luxury and Spacious 1BR + Den - Financial District,228467834,Sofia,,Waterfront Communities-The Island,43.64719,-79.39389,Entire home/apt,243,1,210,2024-04-28,3.19,1,261,49,STR-2012-FSQKVC
30441660,Beautiful bedroom with a private half-bathroom,4767435,Ekaterina,,Woodbine-Lumsden,43.69328,-79.31331,Private room,71,7,63,2024-05-05,0.95,3,155,14,STR-2010-HXDRPL
30441819,Presidential Yorkville Suite by Instant Suites,170411850,Javed,,Annex,43.67032,-79.39443,Entire home/apt,257,28,91,2024-04-07,1.38,1,233,4,
30447840,Toronto Multi-unit building,228395857,Ali,,Dufferin Grove,43.6595,-79.43131,Private room,,28,1,2019-05-26,0.02,1,0,0,
30458708,A LARGE ROOM IN A HOUSE,123770607,Kian,,Briar Hill-Belgravia,43.69929,-79.44105,Private room,,28,4,2020-11-01,0.08,3,0,0,STR-2012-FVQKVD
30468266,Spacious Home in the Heart of Parkdale,24262296,John,,Roncesvalles,43.64133,-79.4379,Entire home/apt,,28,9,2019-09-08,0.14,1,0,0,STR-2111-GTMKVH
30469393,Yorkville Amazing View Modern 2 Bdrm,238950920,Neil,,Annex,43.67293,-79.38888,Entire home/apt,,28,3,2019-02-05,0.05,1,0,0,
30480435,GREAT VIEW & BEAUTIFUL  + PARKING/ SUBWAY,228793542,Kian,,Willowdale East,43.76242,-79.40954,Entire home/apt,,28,51,2020-01-04,0.77,9,0,0,STR-2012-FVQKVD
30483104,Beautiful Modern 1 Bedroom Suite Yonge/Lawrence,169102858,Yosef,,Lawrence Park North,43.72959,-79.40371,Entire home/apt,260,28,41,2024-02-29,0.63,1,96,4,
30485643,Downtown - Eaton Centre - Luxury Pantages Tower,85878536,Chris,,Waterfront Communities-The Island,43.64467,-79.38089,Entire home/apt,,28,0,,,1,0,0,
30504979,Charming 2 Bedroom Apartment off Dundas/Ossington,58884313,Wesley,,Little Portugal,43.64863,-79.42799,Entire home/apt,145,89,36,2020-02-15,0.55,1,90,0,
30505646,Entire Apartment with sunroom on future Urban Farm,94105128,Matt,,Agincourt South-Malvern West,43.7907,-79.27521,Entire home/apt,,28,62,2021-07-17,0.96,1,0,0,STR-2012-FGWKVB
30507095,1 Bedroom West queen West Free parking,73070405,Charles,,South Parkdale,43.64009,-79.42557,Entire home/apt,,28,0,,,1,0,0,
30508308,Spacious & beautiful condo in heart of downtown,183543452,Lotan,,Waterfront Communities-The Island,43.64079,-79.3969,Entire home/apt,,28,1,2018-12-23,0.02,1,0,0,
30509915,Lovely 2 Bedroom Lower Level Apartment,83654770,Naresh Sharma,,Malvern,43.80231,-79.22739,Entire home/apt,,7,63,2024-04-28,1.04,1,24,9,STR-2010-HPHDPK
30527264,2nd Floor Private Bachelor Unit,82494471,Anthony Frank,,Regent Park,43.6566891,-79.3646079,Entire home/apt,93,6,49,2020-09-27,0.75,1,17,0,STR-2302-FHJKVP
30537525,Spectacular 2 BDR+ 2BTH/Free Parking/ North York,97777185,Nima,,Willowdale East,43.77712,-79.41351,Entire home/apt,300,28,1,2019-02-10,0.02,14,226,0,
30537607,"Spacious 2 Bed,2 Bath (City CNTR/ Subway/ Parking)",97777185,Nima,,Willowdale East,43.75927,-79.41015,Entire home/apt,199,28,7,2020-08-16,0.13,14,220,0,
30537622,"Cozy One Bedroom, Toronto Downtown,Superb Location",44689932,Slobodan,,North St.James Town,43.66948848793461,-79.37656739431371,Entire home/apt,171,2,89,2024-05-06,1.37,1,8,19,STR-2105-HWVKVL
30537753,Luxury 2 BDR Condo/City CNTR/Subway Dir.Access,97777185,Nima,,Lansing-Westgate,43.75958,-79.41189,Entire home/apt,180,28,43,2022-08-05,0.66,14,223,0,STR-2204-HPKBHK
30538067,Premium 1 BR Suite (City CNTR/Subway Dir.Access),54422135,Seyedeh Afarin,,Lansing-Westgate,43.75928,-79.41054,Entire home/apt,130,28,11,2022-11-13,0.17,29,237,0,STR-2012-HCMBHJ
30538453,Ultimate Yorkville Luxury,4085292,Sky Suites,,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,388,28,3,2023-07-22,0.05,2,365,1,STR-2304-HPZBHX
30552210,Magnificent Views,229231242,Milena,,Annex,43.6705,-79.390567,Entire home/apt,549,28,3,2022-11-26,0.15,1,89,0,STR-2208-FPLPHC
30554258,Room for Rent for the month of January,75806196,Graham,,Kensington-Chinatown,43.65204,-79.40167,Private room,,30,0,,,1,0,0,
30559396,Proof - Executive Luxury Condo King West,5988339,Toronto Luxury Suites,,Waterfront Communities-The Island,43.64355,-79.38863,Entire home/apt,376,30,0,,,20,349,0,
30568049,...One queen bed room close Sheppard Yonge subway,228782643,Wei,,Lansing-Westgate,43.75938,-79.42439,Private room,35,28,12,2022-01-08,0.18,2,273,0,
30587545,Modern 1-BR Condo in DT Toronto,785826,Sky View,,Bay Street Corridor,43.6489,-79.38636,Entire home/apt,,30,18,2024-01-05,0.27,51,14,1,
30589455,Downtown Toronto luxury condo.,44931540,Seyed,,Waterfront Communities-The Island,43.64112,-79.37871,Entire home/apt,,28,5,2019-12-01,0.08,1,0,0,
30591053,THIS PLACE IS BOOKED FOR 1 yr thanks,39752258,Mona,,Little Portugal,43.64514,-79.42711,Entire home/apt,,28,9,2019-03-05,0.14,1,0,0,
30592619,"Downtown Toronto, CN tower and The Well Mall",97433291,Yousef,,Waterfront Communities-The Island,43.64391,-79.39341,Entire home/apt,99,30,109,2024-01-31,1.66,1,334,5,
30594050,Charming 1 Bdrm City Condo,204824281,Tara,,Bayview Village,43.76601,-79.38541,Entire home/apt,,28,50,2020-03-16,0.76,3,0,0,
30594541,Downtown Corner-Unit Condo with Stunning Views,15095777,Daniel,,Waterfront Communities-The Island,43.6468961669905,-79.39164662950557,Entire home/apt,293,4,54,2024-04-30,0.86,1,241,16,STR-2204-HTBVHL
30631001,Large Urban Scandi-Style Home in the Heart Toronto,11072610,Paige,,South Riverdale,43.66356,-79.33587,Entire home/apt,522,4,7,2024-03-06,0.11,1,110,1,STR-2401-GYMRVV
30648538,Pet friendly:) Beautiful home in the Beaches area,93370126,Delphine,,The Beaches,43.67512,-79.30012,Entire home/apt,,3,16,2023-12-31,0.24,1,4,5,STR-2206-GCPXVF
30667348,Short walk to Woodbine Subway Station,4767435,Ekaterina,,Woodbine-Lumsden,43.69449221556688,-79.31301110876497,Private room,70,7,41,2024-05-01,0.64,3,158,10,STR-2010-HXDRPL
30671227,Charming & Lofty Designer Space,6521627,Marina,,Danforth,43.68283,-79.33998,Entire home/apt,,30,0,,,2,281,0,
30673051,New Spacious Condo in Downtown Toronto - Chinatown,71327692,Melissa,,Kensington-Chinatown,43.65223,-79.39828,Entire home/apt,,28,13,2019-05-01,0.20,1,0,0,
30674769,Library - Private room in downtown near subway,229604551,Stanislav,,North St.James Town,43.67152868914766,-79.3749906667573,Private room,81,1,131,2024-04-22,1.99,3,51,8,STR-2204-HTVVHL
